cve_id,V3_scope
CVE-2008-5322,UNCHANGED
CVE-2008-5323,CHANGED
CVE-2008-5324,CHANGED
CVE-2008-5325,CHANGED
CVE-2008-5326,UNCHANGED
CVE-2008-5327,UNCHANGED
CVE-2008-5328,CHANGED
CVE-2008-5329,UNCHANGED
CVE-2008-5330,CHANGED
CVE-2008-5331,UNCHANGED
CVE-2008-5332,UNCHANGED
CVE-2008-5333,UNCHANGED
CVE-2008-5334,UNCHANGED
CVE-2008-5335,UNCHANGED
CVE-2008-5336,UNCHANGED
CVE-2008-5337,UNCHANGED
CVE-2008-5338,CHANGED
CVE-2008-5339,UNCHANGED
CVE-2008-5340,UNCHANGED
CVE-2008-5341,UNCHANGED
CVE-2008-5342,UNCHANGED
CVE-2008-5343,UNCHANGED
CVE-2008-5344,UNCHANGED
CVE-2008-5345,UNCHANGED
CVE-2008-5346,UNCHANGED
CVE-2008-5347,UNCHANGED
CVE-2008-5348,UNCHANGED
CVE-2008-5349,UNCHANGED
CVE-2008-5350,UNCHANGED
CVE-2008-5351,UNCHANGED
CVE-2008-5352,UNCHANGED
CVE-2008-5353,UNCHANGED
CVE-2008-5354,UNCHANGED
CVE-2008-5355,UNCHANGED
CVE-2008-5356,UNCHANGED
CVE-2008-5357,UNCHANGED
CVE-2008-5358,UNCHANGED
CVE-2008-5359,UNCHANGED
CVE-2008-5360,UNCHANGED
CVE-2008-5361,UNCHANGED
CVE-2008-5362,UNCHANGED
CVE-2008-5363,UNCHANGED
CVE-2008-5364,UNCHANGED
CVE-2008-5365,UNCHANGED
CVE-2008-5366,CHANGED
CVE-2008-5367,CHANGED
CVE-2008-5368,UNCHANGED
CVE-2008-5369,CHANGED
CVE-2008-5370,UNCHANGED
CVE-2008-5371,CHANGED
CVE-2008-5372,CHANGED
CVE-2008-5373,UNCHANGED
CVE-2008-5374,CHANGED
CVE-2008-5375,CHANGED
CVE-2008-5376,CHANGED
CVE-2008-5377,UNCHANGED
CVE-2008-5378,CHANGED
CVE-2008-5379,UNCHANGED
CVE-2008-5380,UNCHANGED
CVE-2008-5381,UNCHANGED
CVE-2008-5382,UNCHANGED
CVE-2008-5383,UNCHANGED
CVE-2008-5384,UNCHANGED
CVE-2008-5385,CHANGED
CVE-2008-5386,UNCHANGED
CVE-2008-5387,UNCHANGED
CVE-2008-5393,UNCHANGED
CVE-2008-5394,UNCHANGED
CVE-2008-5395,CHANGED
CVE-2008-5396,UNCHANGED
CVE-2008-5397,UNCHANGED
CVE-2008-5398,UNCHANGED
CVE-2008-5399,CHANGED
CVE-2008-5400,UNCHANGED
CVE-2008-5401,UNCHANGED
CVE-2008-5402,UNCHANGED
CVE-2008-5403,UNCHANGED
CVE-2008-5404,UNCHANGED
CVE-2008-5405,UNCHANGED
CVE-2008-5406,UNCHANGED
CVE-2008-5407,UNCHANGED
CVE-2008-5408,UNCHANGED
CVE-2008-5409,UNCHANGED
CVE-2008-5410,UNCHANGED
CVE-2008-5411,UNCHANGED
CVE-2008-5412,UNCHANGED
CVE-2008-5413,UNCHANGED
CVE-2008-5414,UNCHANGED
CVE-2008-5415,UNCHANGED
CVE-2008-5416,UNCHANGED
CVE-2008-5417,UNCHANGED
CVE-2008-5418,UNCHANGED
CVE-2008-5419,UNCHANGED
CVE-2008-5420,UNCHANGED
CVE-2008-5421,UNCHANGED
CVE-2008-5422,UNCHANGED
CVE-2008-5423,CHANGED
CVE-2008-5424,UNCHANGED
CVE-2008-5425,UNCHANGED
CVE-2008-5426,UNCHANGED
CVE-2008-5427,UNCHANGED
CVE-2008-5428,UNCHANGED
CVE-2008-5429,UNCHANGED
CVE-2008-5430,UNCHANGED
CVE-2008-5431,UNCHANGED
CVE-2008-5432,CHANGED
CVE-2008-5433,CHANGED
CVE-2008-5434,UNCHANGED
CVE-2008-5435,CHANGED
CVE-2008-5436,UNCHANGED
CVE-2008-5437,UNCHANGED
CVE-2008-5438,CHANGED
CVE-2008-5439,UNCHANGED
CVE-2008-5440,UNCHANGED
CVE-2008-5441,UNCHANGED
CVE-2008-5442,UNCHANGED
CVE-2008-5443,UNCHANGED
CVE-2008-5444,UNCHANGED
CVE-2008-5445,UNCHANGED
CVE-2008-5446,UNCHANGED
CVE-2008-5447,UNCHANGED
CVE-2008-5448,UNCHANGED
CVE-2008-5449,UNCHANGED
CVE-2008-5450,UNCHANGED
CVE-2008-5451,UNCHANGED
CVE-2008-5452,UNCHANGED
CVE-2008-5454,UNCHANGED
CVE-2008-5455,UNCHANGED
CVE-2008-5456,UNCHANGED
CVE-2008-5457,UNCHANGED
CVE-2008-5458,UNCHANGED
CVE-2008-5459,UNCHANGED
CVE-2008-5460,UNCHANGED
CVE-2008-5461,UNCHANGED
CVE-2008-5462,UNCHANGED
CVE-2008-5463,UNCHANGED
CVE-2008-5486,UNCHANGED
CVE-2008-5487,CHANGED
CVE-2008-5488,UNCHANGED
CVE-2008-5489,UNCHANGED
CVE-2008-5490,UNCHANGED
CVE-2008-5491,UNCHANGED
CVE-2008-5492,UNCHANGED
CVE-2008-5493,UNCHANGED
CVE-2008-5494,UNCHANGED
CVE-2008-5495,UNCHANGED
CVE-2008-5496,UNCHANGED
CVE-2008-5497,UNCHANGED
CVE-2008-5498,UNCHANGED
CVE-2008-5499,UNCHANGED
CVE-2008-5500,UNCHANGED
CVE-2008-5501,UNCHANGED
CVE-2008-5502,UNCHANGED
CVE-2008-5503,UNCHANGED
CVE-2008-5504,UNCHANGED
CVE-2008-5505,UNCHANGED
CVE-2008-5506,UNCHANGED
CVE-2008-5507,UNCHANGED
CVE-2008-5508,CHANGED
CVE-2008-5510,UNCHANGED
CVE-2008-5511,CHANGED
CVE-2008-5512,UNCHANGED
CVE-2008-5513,CHANGED
CVE-2008-5514,UNCHANGED
CVE-2008-5515,UNCHANGED
CVE-2008-5516,UNCHANGED
CVE-2008-5517,UNCHANGED
CVE-2008-5518,UNCHANGED
CVE-2008-5519,UNCHANGED
CVE-2008-5520,UNCHANGED
CVE-2008-5521,UNCHANGED
CVE-2008-5522,UNCHANGED
CVE-2008-5523,UNCHANGED
CVE-2008-5524,UNCHANGED
CVE-2008-5525,UNCHANGED
CVE-2008-5526,UNCHANGED
CVE-2008-5527,UNCHANGED
CVE-2008-5528,UNCHANGED
CVE-2008-5529,UNCHANGED
CVE-2008-5530,UNCHANGED
CVE-2008-5531,UNCHANGED
CVE-2008-5532,UNCHANGED
CVE-2008-5533,UNCHANGED
CVE-2008-5534,UNCHANGED
CVE-2008-5535,UNCHANGED
CVE-2008-5536,UNCHANGED
CVE-2008-5537,UNCHANGED
CVE-2008-5538,UNCHANGED
CVE-2008-5539,UNCHANGED
CVE-2008-5540,UNCHANGED
CVE-2008-5541,UNCHANGED
CVE-2008-5542,UNCHANGED
CVE-2008-5543,UNCHANGED
CVE-2008-5544,UNCHANGED
CVE-2008-5545,UNCHANGED
CVE-2008-5546,UNCHANGED
CVE-2008-5547,UNCHANGED
CVE-2008-5548,UNCHANGED
CVE-2008-5549,UNCHANGED
CVE-2008-5550,CHANGED
CVE-2008-5551,CHANGED
CVE-2008-5552,CHANGED
CVE-2008-5553,CHANGED
CVE-2008-5554,CHANGED
CVE-2008-5555,CHANGED
CVE-2008-5556,CHANGED
CVE-2008-5557,UNCHANGED
CVE-2008-5558,UNCHANGED
CVE-2008-5559,UNCHANGED
CVE-2008-5560,UNCHANGED
CVE-2008-5561,UNCHANGED
CVE-2008-5562,UNCHANGED
CVE-2008-5563,UNCHANGED
CVE-2008-5564,UNCHANGED
CVE-2008-5565,UNCHANGED
CVE-2008-5566,CHANGED
CVE-2008-5567,UNCHANGED
CVE-2008-5568,UNCHANGED
CVE-2008-5569,CHANGED
CVE-2008-5570,UNCHANGED
CVE-2008-5571,UNCHANGED
CVE-2008-5572,UNCHANGED
CVE-2008-5573,UNCHANGED
CVE-2008-5574,UNCHANGED
CVE-2008-5575,UNCHANGED
CVE-2008-5576,UNCHANGED
CVE-2008-5577,UNCHANGED
CVE-2008-5578,UNCHANGED
CVE-2008-5579,UNCHANGED
CVE-2008-5580,UNCHANGED
CVE-2008-5581,UNCHANGED
CVE-2008-5582,UNCHANGED
CVE-2008-5583,UNCHANGED
CVE-2008-5584,CHANGED
CVE-2008-5585,UNCHANGED
CVE-2008-5586,UNCHANGED
CVE-2008-5587,UNCHANGED
CVE-2008-5588,UNCHANGED
CVE-2008-5589,UNCHANGED
CVE-2008-5590,UNCHANGED
CVE-2008-5591,CHANGED
CVE-2008-5592,UNCHANGED
CVE-2008-5593,UNCHANGED
CVE-2008-5594,UNCHANGED
CVE-2008-5595,UNCHANGED
CVE-2008-5596,UNCHANGED
CVE-2008-5597,UNCHANGED
CVE-2008-5598,UNCHANGED
CVE-2008-5599,UNCHANGED
CVE-2008-5600,UNCHANGED
CVE-2008-5601,UNCHANGED
CVE-2008-5602,UNCHANGED
CVE-2008-5603,UNCHANGED
CVE-2008-5604,UNCHANGED
CVE-2008-5605,UNCHANGED
CVE-2008-5606,UNCHANGED
CVE-2008-5607,UNCHANGED
CVE-2008-5608,UNCHANGED
CVE-2008-5609,UNCHANGED
CVE-2008-5616,UNCHANGED
CVE-2008-5617,CHANGED
CVE-2008-5618,UNCHANGED
CVE-2008-5619,UNCHANGED
CVE-2008-5620,UNCHANGED
CVE-2008-5621,UNCHANGED
CVE-2008-5624,UNCHANGED
CVE-2008-5625,UNCHANGED
CVE-2008-5626,UNCHANGED
CVE-2008-5627,UNCHANGED
CVE-2008-5628,UNCHANGED
CVE-2008-5629,UNCHANGED
CVE-2008-5630,UNCHANGED
CVE-2008-5631,UNCHANGED
CVE-2008-5632,UNCHANGED
CVE-2008-5633,UNCHANGED
CVE-2008-5634,UNCHANGED
CVE-2008-5635,UNCHANGED
CVE-2008-5636,UNCHANGED
CVE-2008-5637,UNCHANGED
CVE-2008-5638,UNCHANGED
CVE-2008-5639,UNCHANGED
CVE-2008-5640,UNCHANGED
CVE-2008-5641,UNCHANGED
CVE-2008-5642,UNCHANGED
CVE-2008-5643,UNCHANGED
CVE-2008-5644,CHANGED
CVE-2008-5645,UNCHANGED
CVE-2008-5646,UNCHANGED
CVE-2008-5647,UNCHANGED
CVE-2008-5648,UNCHANGED
CVE-2008-5649,UNCHANGED
CVE-2008-5650,UNCHANGED
CVE-2008-5651,UNCHANGED
CVE-2008-5652,UNCHANGED
CVE-2008-5653,UNCHANGED
CVE-2008-5654,UNCHANGED
CVE-2008-5655,UNCHANGED
CVE-2008-5656,CHANGED
CVE-2008-5657,UNCHANGED
CVE-2008-5658,UNCHANGED
CVE-2008-5659,UNCHANGED
CVE-2008-5660,UNCHANGED
CVE-2008-5661,CHANGED
CVE-2008-5662,UNCHANGED
CVE-2008-5663,UNCHANGED
CVE-2008-5664,UNCHANGED
CVE-2008-5665,UNCHANGED
CVE-2008-5666,UNCHANGED
CVE-2008-5667,UNCHANGED
CVE-2008-5668,CHANGED
CVE-2008-5669,UNCHANGED
CVE-2008-5670,UNCHANGED
CVE-2008-5671,UNCHANGED
CVE-2008-5672,UNCHANGED
CVE-2008-5673,UNCHANGED
CVE-2008-5674,UNCHANGED
CVE-2008-5675,UNCHANGED
CVE-2008-5676,UNCHANGED
CVE-2008-5677,UNCHANGED
CVE-2008-5678,UNCHANGED
CVE-2008-5679,UNCHANGED
CVE-2008-5680,UNCHANGED
CVE-2008-5681,UNCHANGED
CVE-2008-5682,CHANGED
CVE-2008-5683,UNCHANGED
CVE-2008-5684,UNCHANGED
CVE-2008-5685,UNCHANGED
CVE-2008-5686,UNCHANGED
CVE-2008-5687,UNCHANGED
CVE-2008-5688,UNCHANGED
CVE-2008-5689,UNCHANGED
CVE-2008-5690,UNCHANGED
CVE-2008-5691,UNCHANGED
CVE-2008-5692,UNCHANGED
CVE-2008-5693,UNCHANGED
CVE-2008-5694,UNCHANGED
CVE-2008-5695,UNCHANGED
CVE-2008-5696,UNCHANGED
CVE-2008-5697,UNCHANGED
CVE-2008-5698,UNCHANGED
CVE-2008-5699,UNCHANGED
CVE-2008-5700,CHANGED
CVE-2008-5701,CHANGED
CVE-2008-5702,UNCHANGED
CVE-2008-5703,UNCHANGED
CVE-2008-5704,UNCHANGED
CVE-2008-5705,UNCHANGED
CVE-2008-5706,UNCHANGED
CVE-2008-5707,UNCHANGED
CVE-2008-5708,UNCHANGED
CVE-2008-5709,UNCHANGED
CVE-2008-5710,UNCHANGED
CVE-2008-5711,UNCHANGED
CVE-2008-5712,UNCHANGED
CVE-2008-5713,CHANGED
CVE-2008-5714,UNCHANGED
CVE-2008-5715,UNCHANGED
CVE-2008-5716,UNCHANGED
CVE-2008-5717,CHANGED
CVE-2008-5718,UNCHANGED
CVE-2008-5719,CHANGED
CVE-2008-5720,CHANGED
CVE-2008-5721,UNCHANGED
CVE-2008-5722,UNCHANGED
CVE-2008-5723,UNCHANGED
CVE-2008-5724,UNCHANGED
CVE-2008-5725,UNCHANGED
CVE-2008-5726,UNCHANGED
CVE-2008-5727,UNCHANGED
CVE-2008-5728,UNCHANGED
CVE-2008-5729,CHANGED
CVE-2008-5730,UNCHANGED
CVE-2008-5731,CHANGED
CVE-2008-5732,UNCHANGED
CVE-2008-5733,UNCHANGED
CVE-2008-5734,CHANGED
CVE-2008-5735,UNCHANGED
CVE-2008-5736,UNCHANGED
CVE-2008-5737,UNCHANGED
CVE-2008-5738,UNCHANGED
CVE-2008-5739,UNCHANGED
CVE-2008-5742,UNCHANGED
CVE-2008-5743,CHANGED
CVE-2008-5744,UNCHANGED
CVE-2008-5745,UNCHANGED
CVE-2008-5746,UNCHANGED
CVE-2008-5747,UNCHANGED
CVE-2008-5748,UNCHANGED
CVE-2008-5749,UNCHANGED
CVE-2008-5750,UNCHANGED
CVE-2008-5751,UNCHANGED
CVE-2008-5752,UNCHANGED
CVE-2008-5753,UNCHANGED
CVE-2008-5754,UNCHANGED
CVE-2008-5755,UNCHANGED
CVE-2008-5756,UNCHANGED
CVE-2008-5757,CHANGED
CVE-2008-5758,UNCHANGED
CVE-2008-5759,CHANGED
CVE-2008-5760,CHANGED
CVE-2008-5761,CHANGED
CVE-2008-5762,UNCHANGED
CVE-2008-5763,UNCHANGED
CVE-2008-5764,UNCHANGED
CVE-2008-5765,UNCHANGED
CVE-2008-5766,UNCHANGED
CVE-2008-5767,UNCHANGED
CVE-2008-5768,UNCHANGED
CVE-2008-5769,CHANGED
CVE-2008-5770,CHANGED
CVE-2008-5771,UNCHANGED
CVE-2008-5772,UNCHANGED
CVE-2008-5773,UNCHANGED
CVE-2008-5774,UNCHANGED
CVE-2008-5775,UNCHANGED
CVE-2008-5776,UNCHANGED
CVE-2008-5777,UNCHANGED
CVE-2008-5778,UNCHANGED
CVE-2008-5779,UNCHANGED
CVE-2008-5780,UNCHANGED
CVE-2008-5781,UNCHANGED
CVE-2008-5782,UNCHANGED
CVE-2008-5783,UNCHANGED
CVE-2008-5784,UNCHANGED
CVE-2008-5785,UNCHANGED
CVE-2008-5786,CHANGED
CVE-2008-5787,UNCHANGED
CVE-2008-5788,UNCHANGED
CVE-2008-5789,UNCHANGED
CVE-2008-5790,UNCHANGED
CVE-2008-5791,UNCHANGED
CVE-2008-5792,UNCHANGED
CVE-2008-5793,UNCHANGED
CVE-2008-5794,UNCHANGED
CVE-2008-5795,CHANGED
CVE-2008-5796,UNCHANGED
CVE-2008-5797,UNCHANGED
CVE-2008-5798,UNCHANGED
CVE-2008-5799,CHANGED
CVE-2008-5800,UNCHANGED
CVE-2008-5801,UNCHANGED
CVE-2008-5802,UNCHANGED
CVE-2008-5803,UNCHANGED
CVE-2008-5804,UNCHANGED
CVE-2008-5805,UNCHANGED
CVE-2008-5806,UNCHANGED
CVE-2008-5807,CHANGED
CVE-2008-5808,CHANGED
CVE-2008-5809,UNCHANGED
CVE-2008-5810,UNCHANGED
CVE-2008-5811,UNCHANGED
CVE-2008-5812,UNCHANGED
CVE-2008-5813,UNCHANGED
CVE-2008-5814,CHANGED
CVE-2008-5815,UNCHANGED
CVE-2008-5816,UNCHANGED
CVE-2008-5817,UNCHANGED
CVE-2008-5818,UNCHANGED
CVE-2008-5819,UNCHANGED
CVE-2008-5820,UNCHANGED
CVE-2008-5821,UNCHANGED
CVE-2008-5822,UNCHANGED
CVE-2008-5823,UNCHANGED
CVE-2008-5824,UNCHANGED
CVE-2008-5825,CHANGED
CVE-2008-5826,UNCHANGED
CVE-2008-5827,UNCHANGED
CVE-2008-5828,UNCHANGED
CVE-2008-5838,UNCHANGED
CVE-2008-5839,UNCHANGED
CVE-2008-5840,UNCHANGED
CVE-2008-5841,UNCHANGED
CVE-2008-5842,CHANGED
CVE-2008-5843,UNCHANGED
CVE-2008-5844,UNCHANGED
CVE-2008-5845,CHANGED
CVE-2008-5846,UNCHANGED
CVE-2008-5847,UNCHANGED
CVE-2008-5848,UNCHANGED
CVE-2008-5849,UNCHANGED
CVE-2008-5851,UNCHANGED
CVE-2008-5852,UNCHANGED
CVE-2008-5853,UNCHANGED
CVE-2008-5854,CHANGED
CVE-2008-5855,UNCHANGED
CVE-2008-5856,UNCHANGED
CVE-2008-5857,UNCHANGED
CVE-2008-5858,CHANGED
CVE-2008-5859,UNCHANGED
CVE-2008-5860,UNCHANGED
CVE-2008-5861,UNCHANGED
CVE-2008-5862,UNCHANGED
CVE-2008-5863,UNCHANGED
CVE-2008-5864,UNCHANGED
CVE-2008-5865,UNCHANGED
CVE-2008-5866,UNCHANGED
CVE-2008-5867,UNCHANGED
CVE-2008-5868,UNCHANGED
CVE-2008-5869,CHANGED
CVE-2008-5870,UNCHANGED
CVE-2008-5871,UNCHANGED
CVE-2008-5872,UNCHANGED
CVE-2008-5873,UNCHANGED
CVE-2008-5874,UNCHANGED
CVE-2008-5875,UNCHANGED
CVE-2008-5876,UNCHANGED
CVE-2008-5877,UNCHANGED
CVE-2008-5878,UNCHANGED
CVE-2008-5879,CHANGED
CVE-2008-5880,UNCHANGED
CVE-2008-5881,UNCHANGED
CVE-2008-5882,UNCHANGED
CVE-2008-5883,UNCHANGED
CVE-2008-5884,UNCHANGED
CVE-2008-5885,UNCHANGED
CVE-2008-5886,UNCHANGED
CVE-2008-5887,UNCHANGED
CVE-2008-5888,UNCHANGED
CVE-2008-5889,CHANGED
CVE-2008-5890,UNCHANGED
CVE-2008-5891,CHANGED
CVE-2008-5892,UNCHANGED
CVE-2008-5893,CHANGED
CVE-2008-5894,UNCHANGED
CVE-2008-5895,UNCHANGED
CVE-2008-5896,UNCHANGED
CVE-2008-5897,UNCHANGED
CVE-2008-5898,UNCHANGED
CVE-2008-5899,UNCHANGED
CVE-2008-5900,UNCHANGED
CVE-2008-5901,UNCHANGED
CVE-2008-5902,UNCHANGED
CVE-2008-5903,UNCHANGED
CVE-2008-5904,UNCHANGED
CVE-2008-5905,CHANGED
CVE-2008-5906,UNCHANGED
CVE-2008-5907,UNCHANGED
CVE-2008-5908,UNCHANGED
CVE-2008-5909,UNCHANGED
CVE-2008-5910,UNCHANGED
CVE-2008-5911,UNCHANGED
CVE-2008-5912,CHANGED
CVE-2008-5913,CHANGED
CVE-2008-5914,UNCHANGED
CVE-2008-5915,UNCHANGED
CVE-2008-5916,UNCHANGED
CVE-2008-5917,CHANGED
CVE-2008-5918,CHANGED
CVE-2008-5919,UNCHANGED
CVE-2008-5920,UNCHANGED
CVE-2008-5921,UNCHANGED
CVE-2008-5922,UNCHANGED
CVE-2008-5923,UNCHANGED
CVE-2008-5924,UNCHANGED
CVE-2008-5925,UNCHANGED
CVE-2008-5926,UNCHANGED
CVE-2008-5927,UNCHANGED
CVE-2008-5928,UNCHANGED
CVE-2008-5929,UNCHANGED
CVE-2008-5930,UNCHANGED
CVE-2008-5931,UNCHANGED
CVE-2008-5932,UNCHANGED
CVE-2008-5933,CHANGED
CVE-2008-5934,UNCHANGED
CVE-2008-5935,UNCHANGED
CVE-2008-5936,UNCHANGED
CVE-2008-5937,UNCHANGED
CVE-2008-5938,UNCHANGED
CVE-2008-5939,CHANGED
CVE-2008-5940,UNCHANGED
CVE-2008-5941,UNCHANGED
CVE-2008-5942,CHANGED
CVE-2008-5943,UNCHANGED
CVE-2008-5944,CHANGED
CVE-2008-5945,UNCHANGED
CVE-2008-5946,UNCHANGED
CVE-2008-5947,UNCHANGED
CVE-2008-5948,UNCHANGED
CVE-2008-5949,UNCHANGED
CVE-2008-5950,UNCHANGED
CVE-2008-5951,UNCHANGED
CVE-2008-5952,UNCHANGED
CVE-2008-5953,UNCHANGED
CVE-2008-5954,UNCHANGED
CVE-2008-5955,UNCHANGED
CVE-2008-5956,UNCHANGED
CVE-2008-5957,UNCHANGED
CVE-2008-5958,UNCHANGED
CVE-2008-5959,UNCHANGED
CVE-2008-5960,UNCHANGED
CVE-2008-5961,CHANGED
CVE-2008-5962,UNCHANGED
CVE-2008-5963,UNCHANGED
CVE-2008-5964,UNCHANGED
CVE-2008-5965,UNCHANGED
CVE-2008-5966,UNCHANGED
CVE-2008-5967,UNCHANGED
CVE-2008-5968,UNCHANGED
CVE-2008-5969,UNCHANGED
CVE-2008-5970,UNCHANGED
CVE-2008-5971,CHANGED
CVE-2008-5972,UNCHANGED
CVE-2008-5973,UNCHANGED
CVE-2008-5974,UNCHANGED
CVE-2008-5975,UNCHANGED
CVE-2008-5976,CHANGED
CVE-2008-5977,UNCHANGED
CVE-2008-5978,UNCHANGED
CVE-2008-5979,CHANGED
CVE-2008-5980,UNCHANGED
CVE-2008-5981,UNCHANGED
CVE-2008-5982,UNCHANGED
CVE-2008-5983,CHANGED
CVE-2008-5984,UNCHANGED
CVE-2008-5985,CHANGED
CVE-2008-5986,UNCHANGED
CVE-2008-5987,UNCHANGED
CVE-2008-5988,UNCHANGED
CVE-2008-5989,UNCHANGED
CVE-2008-5990,UNCHANGED
CVE-2008-5991,UNCHANGED
CVE-2008-5992,UNCHANGED
CVE-2008-5993,UNCHANGED
CVE-2008-5994,CHANGED
CVE-2008-5995,CHANGED
CVE-2008-5996,CHANGED
CVE-2008-5997,UNCHANGED
CVE-2008-5998,UNCHANGED
CVE-2008-5999,CHANGED
CVE-2008-6000,UNCHANGED
CVE-2008-6001,UNCHANGED
CVE-2008-6002,UNCHANGED
CVE-2008-6003,UNCHANGED
CVE-2008-6004,CHANGED
CVE-2008-6005,UNCHANGED
CVE-2008-6006,UNCHANGED
CVE-2008-6007,UNCHANGED
CVE-2008-6008,UNCHANGED
CVE-2008-6009,UNCHANGED
CVE-2008-6010,UNCHANGED
CVE-2008-6011,UNCHANGED
CVE-2008-6012,UNCHANGED
CVE-2008-6013,UNCHANGED
CVE-2008-6014,UNCHANGED
CVE-2008-6015,UNCHANGED
CVE-2008-6016,UNCHANGED
CVE-2008-6017,UNCHANGED
CVE-2008-6018,UNCHANGED
CVE-2008-6019,UNCHANGED
CVE-2008-6020,UNCHANGED
CVE-2008-6021,UNCHANGED
CVE-2008-6022,UNCHANGED
CVE-2008-6023,UNCHANGED
CVE-2008-6024,UNCHANGED
CVE-2008-6025,UNCHANGED
CVE-2008-6026,UNCHANGED
CVE-2008-6027,CHANGED
CVE-2008-6028,UNCHANGED
CVE-2008-6029,UNCHANGED
CVE-2008-6030,UNCHANGED
CVE-2008-6031,UNCHANGED
CVE-2008-6032,UNCHANGED
CVE-2008-6033,UNCHANGED
CVE-2008-6034,CHANGED
CVE-2008-6035,CHANGED
CVE-2008-6036,UNCHANGED
CVE-2008-6037,UNCHANGED
CVE-2008-6038,UNCHANGED
CVE-2008-6039,UNCHANGED
CVE-2008-6040,UNCHANGED
CVE-2008-6041,CHANGED
CVE-2008-6042,UNCHANGED
CVE-2008-6043,UNCHANGED
CVE-2008-6044,CHANGED
CVE-2008-6045,UNCHANGED
CVE-2008-6046,UNCHANGED
CVE-2008-6047,CHANGED
CVE-2008-6048,UNCHANGED
CVE-2008-6050,UNCHANGED
CVE-2008-6051,UNCHANGED
CVE-2008-6052,UNCHANGED
CVE-2008-6053,UNCHANGED
CVE-2008-6054,UNCHANGED
CVE-2008-6055,UNCHANGED
CVE-2008-6056,CHANGED
CVE-2008-6057,UNCHANGED
CVE-2008-6058,UNCHANGED
CVE-2008-6059,UNCHANGED
CVE-2008-6060,CHANGED
CVE-2008-6061,CHANGED
CVE-2008-6062,CHANGED
CVE-2008-6063,UNCHANGED
CVE-2008-6064,UNCHANGED
CVE-2008-6065,UNCHANGED
CVE-2008-6066,UNCHANGED
CVE-2008-6068,UNCHANGED
CVE-2008-6069,UNCHANGED
CVE-2008-6070,UNCHANGED
CVE-2008-6071,UNCHANGED
CVE-2008-6072,UNCHANGED
CVE-2008-6073,UNCHANGED
CVE-2008-6074,UNCHANGED
CVE-2008-6075,UNCHANGED
CVE-2008-6076,UNCHANGED
CVE-2008-6077,UNCHANGED
CVE-2008-6078,UNCHANGED
CVE-2008-6079,UNCHANGED
CVE-2008-6080,UNCHANGED
CVE-2008-6081,UNCHANGED
CVE-2008-6082,UNCHANGED
CVE-2008-6083,UNCHANGED
CVE-2008-6084,UNCHANGED
CVE-2008-6085,UNCHANGED
CVE-2008-6086,UNCHANGED
CVE-2008-6087,CHANGED
CVE-2008-6088,UNCHANGED
CVE-2008-6089,UNCHANGED
CVE-2008-6090,UNCHANGED
CVE-2008-6091,UNCHANGED
CVE-2008-6092,UNCHANGED
CVE-2008-6093,UNCHANGED
CVE-2008-6094,CHANGED
CVE-2008-6095,CHANGED
CVE-2008-6096,CHANGED
CVE-2008-6097,CHANGED
CVE-2008-6098,UNCHANGED
CVE-2008-6099,UNCHANGED
CVE-2008-6100,UNCHANGED
CVE-2008-6101,UNCHANGED
CVE-2008-6102,UNCHANGED
CVE-2008-6103,UNCHANGED
CVE-2008-6104,UNCHANGED
CVE-2008-6105,CHANGED
CVE-2008-6106,UNCHANGED
CVE-2008-6107,CHANGED
CVE-2008-6108,CHANGED
CVE-2008-6109,UNCHANGED
CVE-2008-6110,UNCHANGED
CVE-2008-6111,UNCHANGED
CVE-2008-6112,UNCHANGED
CVE-2008-6113,CHANGED
CVE-2008-6114,UNCHANGED
CVE-2008-6115,UNCHANGED
CVE-2008-6116,UNCHANGED
CVE-2008-6117,UNCHANGED
CVE-2008-6118,UNCHANGED
CVE-2008-6119,UNCHANGED
CVE-2008-6120,UNCHANGED
CVE-2008-6121,UNCHANGED
CVE-2008-6122,UNCHANGED
CVE-2008-6123,UNCHANGED
CVE-2008-6124,UNCHANGED
CVE-2008-6125,UNCHANGED
CVE-2008-6126,UNCHANGED
CVE-2008-6127,CHANGED
CVE-2008-6128,UNCHANGED
CVE-2008-6129,UNCHANGED
CVE-2008-6130,CHANGED
CVE-2008-6131,UNCHANGED
CVE-2008-6132,UNCHANGED
CVE-2008-6133,UNCHANGED
CVE-2008-6134,UNCHANGED
CVE-2008-6135,CHANGED
CVE-2008-6136,UNCHANGED
CVE-2008-6137,UNCHANGED
CVE-2008-6138,UNCHANGED
CVE-2008-6139,UNCHANGED
CVE-2008-6140,UNCHANGED
CVE-2008-6141,UNCHANGED
CVE-2008-6142,UNCHANGED
CVE-2008-6143,UNCHANGED
CVE-2008-6144,CHANGED
CVE-2008-6145,UNCHANGED
CVE-2008-6146,UNCHANGED
CVE-2008-6147,UNCHANGED
CVE-2008-6148,UNCHANGED
CVE-2008-6149,UNCHANGED
CVE-2008-6150,UNCHANGED
CVE-2008-6151,UNCHANGED
CVE-2008-6152,UNCHANGED
CVE-2008-6153,UNCHANGED
CVE-2008-6154,UNCHANGED
CVE-2008-6155,UNCHANGED
CVE-2008-6156,UNCHANGED
CVE-2008-6157,UNCHANGED
CVE-2008-6158,UNCHANGED
CVE-2008-6159,UNCHANGED
CVE-2008-6160,UNCHANGED
CVE-2008-6161,CHANGED
CVE-2008-6162,UNCHANGED
